epoch,frame_auc,frame_f1_score,frame_fn,frame_fp,frame_precision,frame_tn,frame_tp,loss,utt_auc,utt_f1_score,utt_fn,utt_fp,utt_precision,utt_tn,utt_tp,val_frame_auc,val_frame_f1_score,val_frame_fn,val_frame_fp,val_frame_precision,val_frame_tn,val_frame_tp,val_loss,val_utt_auc,val_utt_f1_score,val_utt_fn,val_utt_fp,val_utt_precision,val_utt_tn,val_utt_tp
10,0.0524742491543293,0.0,85421.0,0.0,0.0,394442656.0,0.0,0.05995083600282669,0.5393136143684387,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.05297377333045006,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.05751967057585716,0.6879761219024658,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
11,0.05256136879324913,0.0,85421.0,0.0,0.0,394442688.0,0.0,0.05873194709420204,0.6038217544555664,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.05297377333045006,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.05764804407954216,0.6891554594039917,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
12,0.052488554269075394,0.0,85421.0,0.0,0.0,394442560.0,0.0,0.05805329978466034,0.5962207913398743,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.05297377333045006,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.05720507726073265,0.6930814385414124,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
13,0.052516646683216095,0.0,85421.0,0.0,0.0,394442560.0,0.0,0.05914163216948509,0.5556045174598694,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.054427750408649445,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.07160220295190811,0.5,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
14,0.0526038333773613,0.0,85421.0,0.0,0.0,394442656.0,0.0,0.05948987975716591,0.5936432480812073,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.052973780781030655,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.05730179697275162,0.704735279083252,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
15,0.05249904841184616,0.0,85421.0,0.0,0.0,394442592.0,0.0,0.05852421745657921,0.5834732055664062,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.05297376960515976,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.06027138605713844,0.6103441119194031,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
16,0.05249439552426338,0.0,85421.0,0.0,0.0,394442656.0,0.0,0.05851608142256737,0.5981882214546204,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.05297377333045006,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.058128755539655685,0.728283166885376,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
17,0.052488576620817184,0.0,85421.0,0.0,0.0,394442656.0,0.0,0.05829472467303276,0.6192683577537537,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.05297377333045006,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.057365432381629944,0.7403784394264221,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
18,0.052653610706329346,0.0,85421.0,0.0,0.0,394442592.0,0.0,0.05730200186371803,0.6659070253372192,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.05297377333045006,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.05666126683354378,0.7323945760726929,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
19,0.05245533585548401,0.0,85421.0,0.0,0.0,394442656.0,0.0,0.057934414595365524,0.6472166776657104,0.01759633980691433,2344.0,0.0,0.0,261731.0,0.0,0.05297377333045006,0.0,29499.0,0.0,0.0,131479856.0,0.0,0.05632488429546356,0.7422863245010376,0.017611222341656685,782.0,0.0,0.0,87243.0,0.0
