epoch,frame_auc,frame_f1_score,frame_fn,frame_fp,frame_precision,frame_tn,frame_tp,loss,utt_auc,utt_f1_score,utt_fn,utt_fp,utt_precision,utt_tn,utt_tp,val_frame_auc,val_frame_f1_score,val_frame_fn,val_frame_fp,val_frame_precision,val_frame_tn,val_frame_tp,val_loss,val_utt_auc,val_utt_f1_score,val_utt_fn,val_utt_fp,val_utt_precision,val_utt_tn,val_utt_tp
0,0.052599627524614334,4.239616941958957e-07,86227.0,301787008.0,2.1207004863299517e-07,92654560.0,64.0,0.0795683041214943,0.5546146631240845,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,0.0,0.0,131480720.0,0.0,0.05744015425443649,0.711577296257019,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
1,0.05212012305855751,0.0,86291.0,267096464.0,0.0,127345456.0,0.0,0.05936795100569725,0.5443544387817383,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.05255364254117012,0.0,28629.0,117591632.0,0.0,13889132.0,0.0,0.057532742619514465,0.5405628681182861,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
2,0.052620403468608856,0.0,86291.0,100879200.0,0.0,293562496.0,0.0,0.0592997707426548,0.4686712622642517,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.05255363509058952,0.0,28629.0,0.0,0.0,131480720.0,0.0,0.057584211230278015,0.5,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
3,0.05349041894078255,0.0,86291.0,30171880.0,0.0,364269920.0,0.0,0.059819672256708145,0.5430532693862915,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,0.0,0.0,131480720.0,0.0,0.05750306323170662,0.5,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
4,0.05481727048754692,0.0,86291.0,855660.0,0.0,393586144.0,0.0,0.05892239138484001,0.5854801535606384,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.05255363509058952,0.0,28629.0,0.0,0.0,131480720.0,0.0,0.057539280503988266,0.7047584056854248,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
5,0.05263776332139969,0.0,86291.0,31587252.0,0.0,362854592.0,0.0,0.0589924119412899,0.547730028629303,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,0.0,0.0,131480720.0,0.0,0.0580609031021595,0.6892402768135071,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
6,0.05262881517410278,0.0,86291.0,10758054.0,0.0,383683616.0,0.0,0.058911435306072235,0.5174092650413513,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,0.0,0.0,131480720.0,0.0,0.05757581815123558,0.6286159753799438,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
7,0.05262872949242592,0.0,86291.0,63897672.0,0.0,330544064.0,0.0,0.058970142155885696,0.5420820713043213,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.05255359411239624,0.0,28629.0,0.0,0.0,131480720.0,0.0,0.05710292235016823,0.7170274257659912,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
8,0.05262889713048935,0.0,86291.0,243376880.0,0.0,151064656.0,0.0,0.058806125074625015,0.5903109312057495,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,117591632.0,0.0,13889132.0,0.0,0.057644497603178024,0.558286190032959,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
9,0.05262884497642517,0.0,86291.0,288105632.0,0.0,106336032.0,0.0,0.05848260968923569,0.5589385032653809,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,117591632.0,0.0,13889132.0,0.0,0.05742107704281807,0.6013992428779602,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
10,0.05262860283255577,0.0,86291.0,352720704.0,0.0,41721388.0,0.0,0.05996575579047203,0.5629979968070984,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,117591632.0,0.0,13889132.0,0.0,0.05780765786767006,0.5,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
11,0.052628837525844574,0.0,86291.0,352720160.0,0.0,41721528.0,0.0,0.0581301674246788,0.5791184902191162,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,117591632.0,0.0,13889132.0,0.0,0.05986253172159195,0.6165974140167236,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
12,0.0526287779211998,0.0,86291.0,352720320.0,0.0,41721492.0,0.0,0.058739691972732544,0.5592747926712036,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,117591632.0,0.0,13889132.0,0.0,0.058148376643657684,0.5,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
13,0.05262872576713562,0.0,86291.0,303183456.0,0.0,91258528.0,0.0,0.05895600840449333,0.5686708092689514,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.05255359038710594,0.0,28629.0,117591632.0,0.0,13889132.0,0.0,0.056428465992212296,0.6715424656867981,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
14,0.05262889340519905,0.0,86291.0,287842848.0,0.0,106598496.0,0.0,0.05877819284796715,0.588767409324646,0.017640985548496246,2350.0,0.0,0.0,261725.0,0.0,0.052553631365299225,0.0,28629.0,117591632.0,0.0,13889132.0,0.0,0.05705561116337776,0.6883611679077148,0.017477277666330338,776.0,0.0,0.0,87249.0,0.0
